queue_id,company_id,report_id,emission_anchor_id,scope_en,scope3_category_code,activity_category_en,calculation_method_en,region_en,fuel_or_grid_en,gas,value_mtco2e,factor_needed_type,candidate_factor_id,factor_source_en,factor_class_en,factor_unit,factor_gwp_basis,factor_publication_year,unit_conversion_needed,edge_status,evidence_page,source_file,review_decision,reviewer_note
factor_edge_00336,r301_swissre,,r301_swissre_Scope 3__336,Scope 3,,,,,,,0.001,emission_record_factor,,,,,,,review,missing_applies_emission_factor,82,2024-SWISS RE-sustainability-report-en.pdf,,
factor_edge_00337,r304_capitalonefinancial,,r304_capitalonefinancial_Scope 1__337,Scope 1,,,,,,,40.5,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,142,,,
factor_edge_00338,r304_capitalonefinancial,,r304_capitalonefinancial_Scope 2__338,Scope 2,,,Market-Based,,,,0.95,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,142,,,
factor_edge_00339,r304_capitalonefinancial,,r304_capitalonefinancial_Scope 3__339,Scope 3,,,,,,,0.0002,emission_record_factor,,,,,,,review,missing_applies_emission_factor,152,,,
factor_edge_00340,r310_vodafonegroup,,r310_vodafonegroup_Scope 1__340,Scope 1,,,,,,,0.26,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,38,Vodafone 2025 Annual Report.pdf,,
factor_edge_00341,r310_vodafonegroup,,r310_vodafonegroup_Scope 2__341,Scope 2,,,Location-Based,,,,2.17,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,38,Vodafone 2025 Annual Report.pdf,,
factor_edge_00342,r310_vodafonegroup,,r310_vodafonegroup_Scope 2__342,Scope 2,,,Market-Based,,,,0.01,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,38,Vodafone 2025 Annual Report.pdf,,
factor_edge_00343,r310_vodafonegroup,,r310_vodafonegroup_Scope 3__343,Scope 3,,,,,,,6.61,emission_record_factor,,,,,,,review,missing_applies_emission_factor,38,Vodafone 2025 Annual Report.pdf,,
factor_edge_00344,r313_exor集团,,r313_exor集团_Scope 1__344,Scope 1,,,,,,,7e-06,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,7,EXOR GROUP Sustainability Report 2023.pdf,,
factor_edge_00345,r315_unicreditgroup,,r315_unicreditgroup_Scope 1__345,Scope 1,,,,,,,0.024412,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,271,2024-UNICREDIT GROUP-Annual-Reports-and-Accounts.pdf,,
factor_edge_00346,r315_unicreditgroup,,r315_unicreditgroup_Scope 2__346,Scope 2,,,Location-Based,,,,0.10083,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,271,2024-UNICREDIT GROUP-Annual-Reports-and-Accounts.pdf,,
factor_edge_00347,r315_unicreditgroup,,r315_unicreditgroup_Scope 2__347,Scope 2,,,Market-Based,,,,0.016702,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,271,2024-UNICREDIT GROUP-Annual-Reports-and-Accounts.pdf,,
factor_edge_00348,r315_unicreditgroup,,r315_unicreditgroup_Scope 3__348,Scope 3,,,,,,,97.473496,emission_record_factor,,,,,,,review,missing_applies_emission_factor,271,2024-UNICREDIT GROUP-Annual-Reports-and-Accounts.pdf,,
factor_edge_00349,r316_energiebadenwürttemberg,,r316_energiebadenwürttemberg_Scope 3__349,Scope 3,,,,,,,0.002023,emission_record_factor,,,,,,,review,missing_applies_emission_factor,107,,,
factor_edge_00350,r317_tokyoelectricpower,,r317_tokyoelectricpower_Scope 1__350,Scope 1,,,,,,,0.011,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,100,TOKYO ELECTRIC POWER TP2024_en_web_print.pdf,,
factor_edge_00351,r317_tokyoelectricpower,,r317_tokyoelectricpower_Scope 2__351,Scope 2,,,Market-Based,,,,0.446,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,102,TOKYO ELECTRIC POWER TP2024_en_web_print.pdf,,
factor_edge_00352,r320_orange公司,,r320_orange公司_Scope 3__352,Scope 3,,,,,,,5.361,emission_record_factor,,,,,,,review,missing_applies_emission_factor,3,ORANGE rapport annuel 2024-2025.pdf,,
factor_edge_00353,r322_ingkagroup,,r322_ingkagroup_Scope 2__353,Scope 2,,,Market-Based,,,,1.801493,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,118,ingkagroup_annualsummaryandsustainabilityreport_fy24.pdf,,
factor_edge_00354,r322_ingkagroup,,r322_ingkagroup_Scope 3__354,Scope 3,,,,,,,4.9999999999999996e-06,emission_record_factor,,,,,,,review,missing_applies_emission_factor,122,ingkagroup_annualsummaryandsustainabilityreport_fy24.pdf,,
factor_edge_00355,r324_americaninternationalgroup,,r324_americaninternationalgroup__13_355,,13,,,,,,0.000522,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,34,AMERICAN INTERNATIONAL GROUP-aig-sustainability-report-2024.pdf,,
factor_edge_00356,r324_americaninternationalgroup,,r324_americaninternationalgroup_Scope 1__356,Scope 1,,,,,,,1e-06,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,34,AMERICAN INTERNATIONAL GROUP-aig-sustainability-report-2024.pdf,,
factor_edge_00357,r324_americaninternationalgroup,,r324_americaninternationalgroup_Scope 2__357,Scope 2,,,Location-Based,,,,2e-06,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,34,AMERICAN INTERNATIONAL GROUP-aig-sustainability-report-2024.pdf,,
factor_edge_00358,r324_americaninternationalgroup,,r324_americaninternationalgroup_Scope 3__358,Scope 3,,,,,,,0.009075999999999999,emission_record_factor,,,,,,,review,missing_applies_emission_factor,34,AMERICAN INTERNATIONAL GROUP-aig-sustainability-report-2024.pdf,,
factor_edge_00359,r327_talanx公司,,r327_talanx公司_Scope 1__359,Scope 1,,,,,,,0.012627,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,32,Talanx_Nachhaltigkeitsbericht_2023_en.pdf,,
factor_edge_00360,r327_talanx公司,,r327_talanx公司_Scope 2__360,Scope 2,,,Market-Based,,,,0.012627,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,32,Talanx_Nachhaltigkeitsbericht_2023_en.pdf,,
factor_edge_00361,r327_talanx公司,,r327_talanx公司_Scope 3__361,Scope 3,,,,,,,0.012627,emission_record_factor,,,,,,,review,missing_applies_emission_factor,32,Talanx_Nachhaltigkeitsbericht_2023_en.pdf,,
factor_edge_00362,r329_astrazeneca,,r329_astrazeneca_Scope 1__362,Scope 1,,,,,,,0.024595,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,235,AstraZeneca_AR_2024.pdf,,
factor_edge_00363,r329_astrazeneca,,r329_astrazeneca_Scope 2__363,Scope 2,,,Market-Based,,,,0.022195,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,235,AstraZeneca_AR_2024.pdf,,
factor_edge_00364,r329_astrazeneca,,r329_astrazeneca_Scope 3__364,Scope 3,,,,,,,1.846,emission_record_factor,,,,,,,review,missing_applies_emission_factor,129,AstraZeneca_AR_2024.pdf,,
factor_edge_00365,r333_tiaa,,r333_tiaa_Scope 1__365,Scope 1,,,,,,,2e-06,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,34,TIAA climate_report_2024.pdf,,
factor_edge_00366,r344_continental,,r344_continental_Scope 2__366,Scope 2,,,Market-Based,,,,1.424774,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,142,CONTINENTAL annual-report-2024.pdf,,
factor_edge_00367,r344_continental,,r344_continental_Scope 3__367,Scope 3,,,,,,,0.0020239999999999998,emission_record_factor,,,,,,,review,missing_applies_emission_factor,145,CONTINENTAL annual-report-2024.pdf,,
factor_edge_00368,r344_continental,,r344_continental_Scope 1__368,Scope 1,,,,,,,7e-06,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,142,CONTINENTAL annual-report-2024.pdf,,
factor_edge_00369,r345_raízen公司,,r345_raízen公司_Scope 1__369,Scope 1,,,,,,,3.17950682,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,32,item-1338-raizen-rs24-25-en-d11.pdf,,
factor_edge_00370,r345_raízen公司,,r345_raízen公司_Scope 2__370,Scope 2,,,Market-Based,,,,0.01127042,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,32,item-1338-raizen-rs24-25-en-d11.pdf,,
factor_edge_00371,r345_raízen公司,,r345_raízen公司_Scope 3__371,Scope 3,,,,,,,13.08621082,emission_record_factor,,,,,,,review,missing_applies_emission_factor,32,item-1338-raizen-rs24-25-en-d11.pdf,,
factor_edge_00372,r346_dow,,r346_dow__1_372,,1,,,,,,4.0039999999999996e-05,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,136,DOW-2024-progress-report.pdf,,
factor_edge_00373,r346_dow,,r346_dow__2_373,,2,,,,,,2e-07,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,136,DOW-2024-progress-report.pdf,,
factor_edge_00374,r346_dow,,r346_dow__3_374,,3,,,,,,4.219999999999999e-06,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,136,DOW-2024-progress-report.pdf,,
factor_edge_00375,r346_dow,,r346_dow__4_375,,4,,,,,,2.64e-06,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,136,DOW-2024-progress-report.pdf,,
factor_edge_00376,r346_dow,,r346_dow__5_376,,5,,,,,,2.6e-07,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,136,DOW-2024-progress-report.pdf,,
factor_edge_00377,r346_dow,,r346_dow__6_377,,6,,,,,,4e-08,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,136,DOW-2024-progress-report.pdf,,
factor_edge_00378,r346_dow,,r346_dow__7_378,,7,,,,,,6e-08,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,136,DOW-2024-progress-report.pdf,,
factor_edge_00379,r346_dow,,r346_dow__11_379,,11,,,,,,4.72e-06,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,136,DOW-2024-progress-report.pdf,,
factor_edge_00380,r346_dow,,r346_dow__12_380,,12,,,,,,2.083e-05,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,136,DOW-2024-progress-report.pdf,,
factor_edge_00381,r346_dow,,r346_dow__13_381,,13,,,,,,0.0,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,136,DOW-2024-progress-report.pdf,,
factor_edge_00382,r346_dow,,r346_dow__14_382,,14,,,,,,0.0,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,136,DOW-2024-progress-report.pdf,,
factor_edge_00383,r346_dow,,r346_dow__15_383,,15,,,,,,4.219999999999999e-06,pcaf_financed_emissions_factor_or_attribution_inputs,,,,,,,review,missing_applies_emission_factor,136,DOW-2024-progress-report.pdf,,
factor_edge_00384,r346_dow,,r346_dow_Scope 1__384,Scope 1,,,,,,,0.0020239999999999998,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,117,DOW-2024-progress-report.pdf,,
factor_edge_00385,r346_dow,,r346_dow_Scope 2__385,Scope 2,,,,,,,3.11e-06,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,115,DOW-2024-progress-report.pdf,,
factor_edge_00386,r349_fomentoeconómicomexicano公司,,r349_fomentoeconómicomexicano公司_Scope 1__386,Scope 1,,,,,,,1.003012,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,142,FEMSA_2024_Annual_Report.pdf,,
factor_edge_00387,r349_fomentoeconómicomexicano公司,,r349_fomentoeconómicomexicano公司_Scope 2__387,Scope 2,,,Market-Based,,,,0.44461799999999996,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,150,FEMSA_2024_Annual_Report.pdf,,
factor_edge_00388,r350_telefónica,,r350_telefónica__1_388,,1,,,,,,1.066137,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,206,2024TELEFÓNICA consolidated-management-report.pdf,,
factor_edge_00389,r350_telefónica,,r350_telefónica__2_389,,2,,,,,,0.20849399999999998,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,110,2024TELEFÓNICA consolidated-management-report.pdf,,
factor_edge_00390,r350_telefónica,,r350_telefónica__3_390,,3,,,,,,0.105225,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,206,2024TELEFÓNICA consolidated-management-report.pdf,,
factor_edge_00391,r350_telefónica,,r350_telefónica__6_391,,6,,,,,,0.041417999999999996,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,110,2024TELEFÓNICA consolidated-management-report.pdf,,
factor_edge_00392,r350_telefónica,,r350_telefónica_Scope 1__392,Scope 1,,,,,,,0.122874,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,206,2024TELEFÓNICA consolidated-management-report.pdf,,
factor_edge_00393,r350_telefónica,,r350_telefónica_Scope 2__393,Scope 2,,,Location-Based,,,,0.939452,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,206,2024TELEFÓNICA consolidated-management-report.pdf,,
factor_edge_00394,r350_telefónica,,r350_telefónica_Scope 2__394,Scope 2,,,Market-Based,,,,0.152327,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,206,2024TELEFÓNICA consolidated-management-report.pdf,,
factor_edge_00395,r350_telefónica,,r350_telefónica_Scope 3__395,Scope 3,,,,,,,1.962411,emission_record_factor,,,,,,,review,missing_applies_emission_factor,206,2024TELEFÓNICA consolidated-management-report.pdf,,
factor_edge_00396,r352_bestbuy,,r352_bestbuy_Scope 1__396,Scope 1,,,,,,,0.185561,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,59,BestBuy-CRS-Report-2025.pdf,,
factor_edge_00397,r352_bestbuy,,r352_bestbuy_Scope 2__397,Scope 2,,,Location-Based,,,,0.245443,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,59,BestBuy-CRS-Report-2025.pdf,,
factor_edge_00398,r352_bestbuy,,r352_bestbuy_Scope 2__398,Scope 2,,,Market-Based,,,,0.082445,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,59,BestBuy-CRS-Report-2025.pdf,,
factor_edge_00399,r352_bestbuy,,r352_bestbuy_Scope 3__399,Scope 3,,,,,,,15.732438,emission_record_factor,,,,,,,review,missing_applies_emission_factor,59,BestBuy-CRS-Report-2025.pdf,,
factor_edge_00400,r356_thermofisherscientific,,r356_thermofisherscientific_Scope 1__400,Scope 1,,,,,,,0.331463,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,65,2023-THERMO FISHER SCIENTIFIC-CSR-Report.pdf,,
factor_edge_00401,r356_thermofisherscientific,,r356_thermofisherscientific_Scope 3__401,Scope 3,,,,,,,0.00030399999999999996,emission_record_factor,,,,,,,review,missing_applies_emission_factor,66,2023-THERMO FISHER SCIENTIFIC-CSR-Report.pdf,,
factor_edge_00402,r356_thermofisherscientific,,r356_thermofisherscientific_Scope 3__402,Scope 3,,,Spend-based,,,,0.00030399999999999996,emission_record_factor,,,,,,,review,missing_applies_emission_factor,66,2023-THERMO FISHER SCIENTIFIC-CSR-Report.pdf,,
factor_edge_00403,r357_magnainternational,,r357_magnainternational_Scope 1__403,Scope 1,,,,,,,0.43626699999999996,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,99,101227_magna_sustainabilityreport_fy2024_final_cda.pdf,,
factor_edge_00404,r357_magnainternational,,r357_magnainternational_Scope 2__404,Scope 2,,,,,,,1.0897299999999999,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,99,101227_magna_sustainabilityreport_fy2024_final_cda.pdf,,
factor_edge_00405,r357_magnainternational,,r357_magnainternational_Scope 3__405,Scope 3,,,,,,,58.655440999999996,emission_record_factor,,,,,,,review,missing_applies_emission_factor,99,101227_magna_sustainabilityreport_fy2024_final_cda.pdf,,
factor_edge_00406,r359_massachusettsmutuallifeinsurance,,r359_massachusettsmutuallifeinsurance_Scope 2__406,Scope 2,,,Location-Based,,,,0.014627,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,18,2024-MASSACHUSETTS MUTUAL LIFE INSURANCE-sustainabilityreport.pdf,,
factor_edge_00407,r365_travelers公司,,r365_travelers公司_Scope 1__407,Scope 1,,,,,,,0.019069,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,78,Travelers_SustainabilityReport2024.pdf,,
factor_edge_00408,r366_warnerbrosdiscovery,,r366_warnerbrosdiscovery_Scope 3__408,Scope 3,,,,,,,1.4352,emission_record_factor,,,,,,,review,missing_applies_emission_factor,25,WARNER BROS. DISCOVERY_2024_impact_report.pdf,,
factor_edge_00409,r369_jsainsbury,,r369_jsainsbury_Scope 3__409,Scope 3,,,,,,,25.652904,emission_record_factor,,,,,,,review,missing_applies_emission_factor,35,sainsburys-plan-for-better-report-2024-25.pdf,,
factor_edge_00410,r374_lufthansagroup,,r374_lufthansagroup_Scope 1__410,Scope 1,,,,,,,0.001,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,163,LH-AR-2024-e.pdf,,
factor_edge_00411,r374_lufthansagroup,,r374_lufthansagroup_Scope 2__411,Scope 2,,,,,,,0.001,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,163,LH-AR-2024-e.pdf,,
factor_edge_00412,r376_abbottlaboratories,,r376_abbottlaboratories_Scope 1__412,Scope 1,,,,,,,0.002023,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,13,Abbott-2024-Global-Sustainability-Report-June-2025.pdf,,
factor_edge_00413,r376_abbottlaboratories,,r376_abbottlaboratories_Scope 2__413,Scope 2,,,Market-Based,,,,0.024999999999999998,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,47,Abbott-2024-Global-Sustainability-Report-June-2025.pdf,,
factor_edge_00414,r376_abbottlaboratories,,r376_abbottlaboratories_Scope 3__414,Scope 3,,,,,,,0.001,emission_record_factor,,,,,,,review,missing_applies_emission_factor,57,Abbott-2024-Global-Sustainability-Report-June-2025.pdf,,
factor_edge_00415,r376_abbottlaboratories,,r376_abbottlaboratories_Scope 2__415,Scope 2,,,Location-Based,,,,2.3e-05,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,55,Abbott-2024-Global-Sustainability-Report-June-2025.pdf,,
factor_edge_00416,r387_schneiderelectric,,r387_schneiderelectric_Scope 1__416,Scope 1,,,,,,,0.10636,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,44,2024-SCHNEIDER ELECTRIC-sustainability-report_tcm564-513141.pdf,,
factor_edge_00417,r387_schneiderelectric,,r387_schneiderelectric_Scope 3__417,Scope 3,,,,,,,8.0,emission_record_factor,,,,,,,review,missing_applies_emission_factor,39,2024-SCHNEIDER ELECTRIC-sustainability-report_tcm564-513141.pdf,,
factor_edge_00418,r387_schneiderelectric,,r387_schneiderelectric_Scope 3__418,Scope 3,,,Supplier-specific and industry-average factors,,,,8.0,emission_record_factor,,,,,,,review,missing_applies_emission_factor,39,2024-SCHNEIDER ELECTRIC-sustainability-report_tcm564-513141.pdf,,
factor_edge_00419,r392_coop集团,,r392_coop集团_Scope 1__419,Scope 1,,,,,,,0.203296,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,78,COOP GROUP Fortschrittsbericht-Nachhaltigkeit-2024_en.pdf,,
factor_edge_00420,r392_coop集团,,r392_coop集团_Scope 2__420,Scope 2,,,Market-Based,,,,0.17168699999999998,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,79,COOP GROUP Fortschrittsbericht-Nachhaltigkeit-2024_en.pdf,,
factor_edge_00421,r392_coop集团,,r392_coop集团_Scope 3__421,Scope 3,,,,,,,22.633056,emission_record_factor,,,,,,,review,missing_applies_emission_factor,53,COOP GROUP Fortschrittsbericht-Nachhaltigkeit-2024_en.pdf,,
factor_edge_00422,r395_pbfenergy公司,,r395_pbfenergy公司_Scope 1__422,Scope 1,,,,,,,10.46,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,28,2024-PBF-Sustainability-Report.pdf,,
factor_edge_00423,r395_pbfenergy公司,,r395_pbfenergy公司_Scope 2__423,Scope 2,,,Location-Based,,,,20.0,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,9,2024-PBF-Sustainability-Report.pdf,,
factor_edge_00424,r397_xiaomi,,r397_xiaomi_Scope 1__424,Scope 1,,,,,,,0.01225252,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,85,"Xiaomi 2023 Environmental, Social, and Governance Report.pdf",,
factor_edge_00425,r398_compassgroup,,r398_compassgroup_Scope 3__425,Scope 3,,,,,,,11.965107,emission_record_factor,,,,,,,review,missing_applies_emission_factor,10,COMPASS GROUP sustainability-report_2024.pdf,,
factor_edge_00426,r400_gsk,,r400_gsk_Scope 1__426,Scope 1,,,,,,,0.000125,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,24,GSK-responsible-business-performance-report-2024.pdf,,
factor_edge_00427,r400_gsk,,r400_gsk_Scope 3__427,Scope 3,,,,,,,0.008624,emission_record_factor,,,,,,,review,missing_applies_emission_factor,25,GSK-responsible-business-performance-report-2024.pdf,,
factor_edge_00428,r401_suncorenergy,,r401_suncorenergy_Scope 1__428,Scope 1,,,,,,,27.34,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,74,2023_SUNCOR ENERGY_sustainability_report.pdf,,
factor_edge_00429,r401_suncorenergy,,r401_suncorenergy_Scope 2__429,Scope 2,,,,,,,1.47,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,74,2023_SUNCOR ENERGY_sustainability_report.pdf,,
factor_edge_00430,r403_ubertechnologies公司,,r403_ubertechnologies公司_Scope 1__430,Scope 1,,,,,,,0.000735,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,55,uber-technologies-inc-2023-esg-report.pdf,,
factor_edge_00431,r403_ubertechnologies公司,,r403_ubertechnologies公司_Scope 2__431,Scope 2,,,Market-Based,,,,0.118795,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,55,uber-technologies-inc-2023-esg-report.pdf,,
factor_edge_00432,r413_honeywellinternational,,r413_honeywellinternational_Scope 1__432,Scope 1,,,,,,,1.5404849999999999,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,17,HONEYWELL INTERNATIONAL-2025-impact-report.pdf,,
factor_edge_00433,r413_honeywellinternational,,r413_honeywellinternational_Scope 3__433,Scope 3,,,,,,,11.389635,emission_record_factor,,,,,,,review,missing_applies_emission_factor,61,HONEYWELL INTERNATIONAL-2025-impact-report.pdf,,
factor_edge_00434,r413_honeywellinternational,,r413_honeywellinternational_Scope 2__434,Scope 2,,,Location-Based,,,,9.097005,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,61,HONEYWELL INTERNATIONAL-2025-impact-report.pdf,,
factor_edge_00435,r415_sfholding,,r415_sfholding_Scope 1__435,Scope 1,,,,,,,2.8e-05,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,86,顺丰控股2024年度可持续发展报告.pdf,,
factor_edge_00436,r421_jardinematheson,,r421_jardinematheson_Scope 1__436,Scope 1,,,,,,,0.11950000000000001,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,92,2024_JARDINE MATHESON_sustainability_report.pdf,,
factor_edge_00437,r421_jardinematheson,,r421_jardinematheson_Scope 2__437,Scope 2,,,Market-Based,,,,4.0,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,30,2024_JARDINE MATHESON_sustainability_report.pdf,,
factor_edge_00438,r424_starbucks,,r424_starbucks_Scope 3__438,Scope 3,,,,,,,8.0,emission_record_factor,,,,,,,review,missing_applies_emission_factor,45,Starbucks-Fiscal-2024-Global-Impact-Report.pdf,,
factor_edge_00439,r425_olamgroup,,r425_olamgroup_Scope 2__439,Scope 2,,,Location-Based,,,,3.3e-07,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,99,OLAM GROUP_annual_report_2024.pdf,,
factor_edge_00440,r425_olamgroup,,r425_olamgroup_Scope 3__440,Scope 3,,,,,,,0.0020239999999999998,emission_record_factor,,,,,,,review,missing_applies_emission_factor,99,OLAM GROUP_annual_report_2024.pdf,,
factor_edge_00441,r427_broadcom,,r427_broadcom__3_441,,3,,,,,,0.050345999999999995,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,61,broadcom-2024-corpresponsibility-final.pdf,,
factor_edge_00442,r427_broadcom,,r427_broadcom__5_442,,5,,,,,,0.007501,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,61,broadcom-2024-corpresponsibility-final.pdf,,
factor_edge_00443,r427_broadcom,,r427_broadcom__6_443,,6,,,,,,0.022683,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,61,broadcom-2024-corpresponsibility-final.pdf,,
factor_edge_00444,r427_broadcom,,r427_broadcom__7_444,,7,,,,,,0.023016,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,61,broadcom-2024-corpresponsibility-final.pdf,,
factor_edge_00445,r427_broadcom,,r427_broadcom_Scope 1__445,Scope 1,,,,,,,0.053648999999999995,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,61,broadcom-2024-corpresponsibility-final.pdf,,
factor_edge_00446,r427_broadcom,,r427_broadcom_Scope 2__446,Scope 2,,,Location-Based,,,,0.247381,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,61,broadcom-2024-corpresponsibility-final.pdf,,
factor_edge_00447,r427_broadcom,,r427_broadcom_Scope 2__447,Scope 2,,,Market-Based,,,,0.16675199999999998,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,61,broadcom-2024-corpresponsibility-final.pdf,,
factor_edge_00448,r431_elo集团,,r431_elo集团_Scope 1__448,Scope 1,,,,,,,2.0220000000000002,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,143,RFA_ELO_2024_EN-1.pdf,,
factor_edge_00449,r431_elo集团,,r431_elo集团_Scope 2__449,Scope 2,,,Market-Based,,,,2.0220000000000002,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,143,RFA_ELO_2024_EN-1.pdf,,
factor_edge_00450,r434_drhorton公司,,r434_drhorton公司_Scope 1__450,Scope 1,,,,,,,0.055299999999999995,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,77,d-r-horton-inc-fy2024-sustainability-report.pdf,,
factor_edge_00451,r434_drhorton公司,,r434_drhorton公司_Scope 2__451,Scope 2,,,Market-Based,,,,0.058216,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,77,d-r-horton-inc-fy2024-sustainability-report.pdf,,
