confidence_level,evidence_page,relation,review_status,section_role,source,target,batch_id
medium,142,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p142_scope_3_0484,batch_13
,,for_scope,,,methodology::batch_13_r097_enel_20240_integratedreport_p142_scope_3_0484,scope::scope_3,batch_13
,,has_data_source_type,,,methodology::batch_13_r097_enel_20240_integratedreport_p142_scope_3_0484,data_source::secondary_data,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p142_scope_3_0484,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r097_enel_20240_integratedreport_p142_scope_3_0484,scope3::3_0,batch_13
medium,142,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p142_scope_3_0485,batch_13
,,for_scope,,,methodology::batch_13_r097_enel_20240_integratedreport_p142_scope_3_0485,scope::scope_3,batch_13
,,has_data_source_type,,,methodology::batch_13_r097_enel_20240_integratedreport_p142_scope_3_0485,data_source::secondary_data,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p142_scope_3_0485,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r097_enel_20240_integratedreport_p142_scope_3_0485,scope3::4_0,batch_13
medium,146,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p146_scope_3_0493,batch_13
,,for_scope,,,methodology::batch_13_r097_enel_20240_integratedreport_p146_scope_3_0493,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p146_scope_3_0493,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r097_enel_20240_integratedreport_p146_scope_3_0493,scope3::1_0,batch_13
medium,146,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p146_scope_3_0494,batch_13
,,for_scope,,,methodology::batch_13_r097_enel_20240_integratedreport_p146_scope_3_0494,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p146_scope_3_0494,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r097_enel_20240_integratedreport_p146_scope_3_0494,scope3::4_0,batch_13
medium,146,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p146_scope_3_0495,batch_13
,,for_scope,,,methodology::batch_13_r097_enel_20240_integratedreport_p146_scope_3_0495,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p146_scope_3_0495,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r097_enel_20240_integratedreport_p146_scope_3_0495,scope3::6_0,batch_13
medium,146,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p146_scope_3_0496,batch_13
,,for_scope,,,methodology::batch_13_r097_enel_20240_integratedreport_p146_scope_3_0496,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p146_scope_3_0496,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r097_enel_20240_integratedreport_p146_scope_3_0496,scope3::7_0,batch_13
medium,146,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p146_scope_3_0497,batch_13
,,for_scope,,,methodology::batch_13_r097_enel_20240_integratedreport_p146_scope_3_0497,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p146_scope_3_0497,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r097_enel_20240_integratedreport_p146_scope_3_0497,scope3::11_0,batch_13
medium,147,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_1_0498,batch_13
,,for_scope,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_1_0498,scope::scope_1,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_1_0498,assurance::report_disclosure,batch_13
,,has_activity_category,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_1_0498,activity::fugitive_emissions,batch_13
,,has_activity_standard_category,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_1_0498,activity_standard::fugitive_emissions,batch_13
,,has_activity_evidence_mapping,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_1_0498,activity_mapping::fugitive_emissions,batch_13
medium,148,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p148_scope_3_0499,batch_13
,,for_scope,,,methodology::batch_13_r097_enel_20240_integratedreport_p148_scope_3_0499,scope::scope_3,batch_13
,,has_data_source_type,,,methodology::batch_13_r097_enel_20240_integratedreport_p148_scope_3_0499,data_source::secondary_data,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p148_scope_3_0499,assurance::report_disclosure,batch_13
medium,142,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p142_scope_3_0504,batch_13
,,for_scope,,,methodology::batch_13_r097_enel_20240_integratedreport_p142_scope_3_0504,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p142_scope_3_0504,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r097_enel_20240_integratedreport_p142_scope_3_0504,scope3::1_0,batch_13
medium,142,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p142_scope_3_0505,batch_13
,,for_scope,,,methodology::batch_13_r097_enel_20240_integratedreport_p142_scope_3_0505,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p142_scope_3_0505,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r097_enel_20240_integratedreport_p142_scope_3_0505,scope3::2_0,batch_13
medium,147,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0506,batch_13
,,for_scope,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0506,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0506,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0506,scope3::1_0,batch_13
medium,147,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0507,batch_13
,,for_scope,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0507,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0507,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0507,scope3::3_0,batch_13
medium,147,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0508,batch_13
,,for_scope,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0508,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0508,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0508,scope3::11_0,batch_13
medium,147,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0509,batch_13
,,for_scope,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0509,scope::scope_3,batch_13
,,has_data_source_type,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0509,data_source::primary_data,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0509,assurance::report_disclosure,batch_13
medium,147,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0510,batch_13
,,for_scope,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0510,scope::scope_3,batch_13
,,has_data_source_type,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0510,data_source::secondary_data,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0510,assurance::report_disclosure,batch_13
medium,147,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0513,batch_13
,,for_scope,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0513,scope::scope_3,batch_13
,,has_data_source_type,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0513,data_source::primary_data,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0513,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0513,scope3::2_0,batch_13
medium,147,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0514,batch_13
,,for_scope,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0514,scope::scope_3,batch_13
,,has_data_source_type,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0514,data_source::secondary_data,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0514,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r097_enel_20240_integratedreport_p147_scope_3_0514,scope3::2_0,batch_13
medium,280,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p280_inventory_0515,batch_13
,,has_data_source_type,,,methodology::batch_13_r097_enel_20240_integratedreport_p280_inventory_0515,data_source::secondary_data,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p280_inventory_0515,assurance::report_disclosure,batch_13
medium,133,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p133_scope_3_0516,batch_13
,,for_scope,,,methodology::batch_13_r097_enel_20240_integratedreport_p133_scope_3_0516,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p133_scope_3_0516,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r097_enel_20240_integratedreport_p133_scope_3_0516,scope3::1_0,batch_13
medium,133,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p133_scope_3_0517,batch_13
,,for_scope,,,methodology::batch_13_r097_enel_20240_integratedreport_p133_scope_3_0517,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p133_scope_3_0517,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r097_enel_20240_integratedreport_p133_scope_3_0517,scope3::11_0,batch_13
medium,135,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p135_scope_1_0518,batch_13
,,for_scope,,,methodology::batch_13_r097_enel_20240_integratedreport_p135_scope_1_0518,scope::scope_1,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p135_scope_1_0518,assurance::report_disclosure,batch_13
,,has_activity_category,,,methodology::batch_13_r097_enel_20240_integratedreport_p135_scope_1_0518,activity::mobile_emission_source,batch_13
,,has_activity_standard_category,,,methodology::batch_13_r097_enel_20240_integratedreport_p135_scope_1_0518,activity_standard::mobile_emission_source,batch_13
,,has_activity_evidence_mapping,,,methodology::batch_13_r097_enel_20240_integratedreport_p135_scope_1_0518,activity_mapping::mobile_emission_source,batch_13
medium,145,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p145_scope_3_0548,batch_13
,,for_scope,,,methodology::batch_13_r097_enel_20240_integratedreport_p145_scope_3_0548,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p145_scope_3_0548,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r097_enel_20240_integratedreport_p145_scope_3_0548,scope3::1_0,batch_13
medium,145,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p145_scope_3_0549,batch_13
,,for_scope,,,methodology::batch_13_r097_enel_20240_integratedreport_p145_scope_3_0549,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p145_scope_3_0549,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r097_enel_20240_integratedreport_p145_scope_3_0549,scope3::8_0,batch_13
medium,145,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p145_scope_3_0550,batch_13
,,for_scope,,,methodology::batch_13_r097_enel_20240_integratedreport_p145_scope_3_0550,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p145_scope_3_0550,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r097_enel_20240_integratedreport_p145_scope_3_0550,scope3::9_0,batch_13
medium,145,documents_methodology,seed_batch_13,,report::r097_enel__20240__integratedreport,methodology::batch_13_r097_enel_20240_integratedreport_p145_scope_3_0551,batch_13
,,for_scope,,,methodology::batch_13_r097_enel_20240_integratedreport_p145_scope_3_0551,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r097_enel_20240_integratedreport_p145_scope_3_0551,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r097_enel_20240_integratedreport_p145_scope_3_0551,scope3::10_0,batch_13
medium,164,documents_methodology,seed_batch_13,,report::r098_eni__20240__annualreport,methodology::batch_13_r098_eni_20240_annualreport_p164_scope_2_0563,batch_13
,,for_scope,,,methodology::batch_13_r098_eni_20240_annualreport_p164_scope_2_0563,scope::scope_2,batch_13
,,has_assurance_stage,,,methodology::batch_13_r098_eni_20240_annualreport_p164_scope_2_0563,assurance::report_disclosure,batch_13
,,has_calculation_method,,,methodology::batch_13_r098_eni_20240_annualreport_p164_scope_2_0563,calc_method::market_based,batch_13
medium,262,documents_methodology,seed_batch_13,,report::r098_eni__20240__annualreport,methodology::batch_13_r098_eni_20240_annualreport_p262_scope_1_0567,batch_13
,,for_scope,,,methodology::batch_13_r098_eni_20240_annualreport_p262_scope_1_0567,scope::scope_1,batch_13
,,has_assurance_stage,,,methodology::batch_13_r098_eni_20240_annualreport_p262_scope_1_0567,assurance::report_disclosure,batch_13
,,has_activity_category,,,methodology::batch_13_r098_eni_20240_annualreport_p262_scope_1_0567,activity::fugitive_emissions,batch_13
,,has_activity_standard_category,,,methodology::batch_13_r098_eni_20240_annualreport_p262_scope_1_0567,activity_standard::fugitive_emissions,batch_13
,,has_activity_evidence_mapping,,,methodology::batch_13_r098_eni_20240_annualreport_p262_scope_1_0567,activity_mapping::fugitive_emissions,batch_13
medium,23,documents_methodology,seed_batch_13,,report::r098_eni__20240__annualreport,methodology::batch_13_r098_eni_20240_annualreport_p23_scope_3_0572,batch_13
,,for_scope,,,methodology::batch_13_r098_eni_20240_annualreport_p23_scope_3_0572,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r098_eni_20240_annualreport_p23_scope_3_0572,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r098_eni_20240_annualreport_p23_scope_3_0572,scope3::1_0,batch_13
medium,23,documents_methodology,seed_batch_13,,report::r098_eni__20240__annualreport,methodology::batch_13_r098_eni_20240_annualreport_p23_scope_3_0573,batch_13
,,for_scope,,,methodology::batch_13_r098_eni_20240_annualreport_p23_scope_3_0573,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r098_eni_20240_annualreport_p23_scope_3_0573,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r098_eni_20240_annualreport_p23_scope_3_0573,scope3::11_0,batch_13
medium,164,documents_methodology,seed_batch_13,,report::r098_eni__20240__annualreport,methodology::batch_13_r098_eni_20240_annualreport_p164_scope_3_0576,batch_13
,,for_scope,,,methodology::batch_13_r098_eni_20240_annualreport_p164_scope_3_0576,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r098_eni_20240_annualreport_p164_scope_3_0576,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r098_eni_20240_annualreport_p164_scope_3_0576,scope3::1_0,batch_13
medium,164,documents_methodology,seed_batch_13,,report::r098_eni__20240__annualreport,methodology::batch_13_r098_eni_20240_annualreport_p164_scope_3_0577,batch_13
,,for_scope,,,methodology::batch_13_r098_eni_20240_annualreport_p164_scope_3_0577,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r098_eni_20240_annualreport_p164_scope_3_0577,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r098_eni_20240_annualreport_p164_scope_3_0577,scope3::11_0,batch_13
medium,165,documents_methodology,seed_batch_13,,report::r098_eni__20240__annualreport,methodology::batch_13_r098_eni_20240_annualreport_p165_inventory_0578,batch_13
,,has_data_source_type,,,methodology::batch_13_r098_eni_20240_annualreport_p165_inventory_0578,data_source::secondary_data,batch_13
,,has_data_quality_flag,,,methodology::batch_13_r098_eni_20240_annualreport_p165_inventory_0578,data_quality::derived_value,batch_13
,,has_assurance_stage,,,methodology::batch_13_r098_eni_20240_annualreport_p165_inventory_0578,assurance::report_disclosure,batch_13
medium,49,documents_methodology,seed_batch_13,,report::r098_eni__20240__annualreport,methodology::batch_13_r098_eni_20240_annualreport_p49_scope_1_0594,batch_13
,,for_scope,,,methodology::batch_13_r098_eni_20240_annualreport_p49_scope_1_0594,scope::scope_1,batch_13
,,has_assurance_stage,,,methodology::batch_13_r098_eni_20240_annualreport_p49_scope_1_0594,assurance::report_disclosure,batch_13
,,has_activity_category,,,methodology::batch_13_r098_eni_20240_annualreport_p49_scope_1_0594,activity::process_emissions,batch_13
,,has_activity_standard_category,,,methodology::batch_13_r098_eni_20240_annualreport_p49_scope_1_0594,activity_standard::process_emissions,batch_13
,,has_activity_evidence_mapping,,,methodology::batch_13_r098_eni_20240_annualreport_p49_scope_1_0594,activity_mapping::process_emissions,batch_13
medium,75,documents_methodology,seed_batch_13,,report::r098_eni__20240__annualreport,methodology::batch_13_r098_eni_20240_annualreport_p75_scope_1_0595,batch_13
,,for_scope,,,methodology::batch_13_r098_eni_20240_annualreport_p75_scope_1_0595,scope::scope_1,batch_13
,,has_assurance_stage,,,methodology::batch_13_r098_eni_20240_annualreport_p75_scope_1_0595,assurance::report_disclosure,batch_13
,,has_activity_category,,,methodology::batch_13_r098_eni_20240_annualreport_p75_scope_1_0595,activity::process_emissions,batch_13
,,has_activity_standard_category,,,methodology::batch_13_r098_eni_20240_annualreport_p75_scope_1_0595,activity_standard::process_emissions,batch_13
,,has_activity_evidence_mapping,,,methodology::batch_13_r098_eni_20240_annualreport_p75_scope_1_0595,activity_mapping::process_emissions,batch_13
medium,154,documents_methodology,seed_batch_13,,report::r098_eni__20240__annualreport,methodology::batch_13_r098_eni_20240_annualreport_p154_scope_1_0599,batch_13
,,for_scope,,,methodology::batch_13_r098_eni_20240_annualreport_p154_scope_1_0599,scope::scope_1,batch_13
,,has_assurance_stage,,,methodology::batch_13_r098_eni_20240_annualreport_p154_scope_1_0599,assurance::report_disclosure,batch_13
,,has_activity_category,,,methodology::batch_13_r098_eni_20240_annualreport_p154_scope_1_0599,activity::fugitive_emissions,batch_13
,,has_activity_standard_category,,,methodology::batch_13_r098_eni_20240_annualreport_p154_scope_1_0599,activity_standard::fugitive_emissions,batch_13
,,has_activity_evidence_mapping,,,methodology::batch_13_r098_eni_20240_annualreport_p154_scope_1_0599,activity_mapping::fugitive_emissions,batch_13
medium,160,documents_methodology,seed_batch_13,,report::r098_eni__20240__annualreport,methodology::batch_13_r098_eni_20240_annualreport_p160_scope_1_0602,batch_13
,,for_scope,,,methodology::batch_13_r098_eni_20240_annualreport_p160_scope_1_0602,scope::scope_1,batch_13
,,has_assurance_stage,,,methodology::batch_13_r098_eni_20240_annualreport_p160_scope_1_0602,assurance::report_disclosure,batch_13
,,has_activity_category,,,methodology::batch_13_r098_eni_20240_annualreport_p160_scope_1_0602,activity::fugitive_emissions,batch_13
,,has_activity_standard_category,,,methodology::batch_13_r098_eni_20240_annualreport_p160_scope_1_0602,activity_standard::fugitive_emissions,batch_13
,,has_activity_evidence_mapping,,,methodology::batch_13_r098_eni_20240_annualreport_p160_scope_1_0602,activity_mapping::fugitive_emissions,batch_13
medium,161,documents_methodology,seed_batch_13,,report::r098_eni__20240__annualreport,methodology::batch_13_r098_eni_20240_annualreport_p161_scope_1_0606,batch_13
,,for_scope,,,methodology::batch_13_r098_eni_20240_annualreport_p161_scope_1_0606,scope::scope_1,batch_13
,,has_assurance_stage,,,methodology::batch_13_r098_eni_20240_annualreport_p161_scope_1_0606,assurance::report_disclosure,batch_13
,,has_activity_category,,,methodology::batch_13_r098_eni_20240_annualreport_p161_scope_1_0606,activity::fugitive_emissions,batch_13
,,has_activity_standard_category,,,methodology::batch_13_r098_eni_20240_annualreport_p161_scope_1_0606,activity_standard::fugitive_emissions,batch_13
,,has_activity_evidence_mapping,,,methodology::batch_13_r098_eni_20240_annualreport_p161_scope_1_0606,activity_mapping::fugitive_emissions,batch_13
medium,167,documents_methodology,seed_batch_13,,report::r098_eni__20240__annualreport,methodology::batch_13_r098_eni_20240_annualreport_p167_scope_1_0612,batch_13
,,for_scope,,,methodology::batch_13_r098_eni_20240_annualreport_p167_scope_1_0612,scope::scope_1,batch_13
,,has_assurance_stage,,,methodology::batch_13_r098_eni_20240_annualreport_p167_scope_1_0612,assurance::report_disclosure,batch_13
,,has_activity_category,,,methodology::batch_13_r098_eni_20240_annualreport_p167_scope_1_0612,activity::fugitive_emissions,batch_13
,,has_activity_standard_category,,,methodology::batch_13_r098_eni_20240_annualreport_p167_scope_1_0612,activity_standard::fugitive_emissions,batch_13
,,has_activity_evidence_mapping,,,methodology::batch_13_r098_eni_20240_annualreport_p167_scope_1_0612,activity_mapping::fugitive_emissions,batch_13
medium,224,documents_methodology,seed_batch_13,,report::r098_eni__20240__annualreport,methodology::batch_13_r098_eni_20240_annualreport_p224_scope_3_0614,batch_13
,,for_scope,,,methodology::batch_13_r098_eni_20240_annualreport_p224_scope_3_0614,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r098_eni_20240_annualreport_p224_scope_3_0614,assurance::report_disclosure,batch_13
,,has_boundary_type,,,methodology::batch_13_r098_eni_20240_annualreport_p224_scope_3_0614,boundary::operational_control,batch_13
medium,227,documents_methodology,seed_batch_13,,report::r098_eni__20240__annualreport,methodology::batch_13_r098_eni_20240_annualreport_p227_scope_2_0617,batch_13
,,for_scope,,,methodology::batch_13_r098_eni_20240_annualreport_p227_scope_2_0617,scope::scope_2,batch_13
,,has_assurance_stage,,,methodology::batch_13_r098_eni_20240_annualreport_p227_scope_2_0617,assurance::assurance,batch_13
,,has_calculation_method,,,methodology::batch_13_r098_eni_20240_annualreport_p227_scope_2_0617,calc_method::market_based,batch_13
medium,44,documents_methodology,seed_batch_13,,report::r101_eon__nan__other,methodology::batch_13_r101_eon_nan_other_p44_scope_2_0628,batch_13
,,for_scope,,,methodology::batch_13_r101_eon_nan_other_p44_scope_2_0628,scope::scope_2,batch_13
,,has_assurance_stage,,,methodology::batch_13_r101_eon_nan_other_p44_scope_2_0628,assurance::report_disclosure,batch_13
,,has_calculation_method,,,methodology::batch_13_r101_eon_nan_other_p44_scope_2_0628,calc_method::location_based,batch_13
medium,42,documents_methodology,seed_batch_13,,report::r101_eon__nan__other,methodology::batch_13_r101_eon_nan_other_p42_scope_3_0638,batch_13
,,for_scope,,,methodology::batch_13_r101_eon_nan_other_p42_scope_3_0638,scope::scope_3,batch_13
,,has_data_source_type,,,methodology::batch_13_r101_eon_nan_other_p42_scope_3_0638,data_source::secondary_data,batch_13
,,has_assurance_stage,,,methodology::batch_13_r101_eon_nan_other_p42_scope_3_0638,assurance::report_disclosure,batch_13
medium,11,documents_methodology,seed_batch_13,,report::r101_eon__nan__other,methodology::batch_13_r101_eon_nan_other_p11_scope_2_0640,batch_13
,,for_scope,,,methodology::batch_13_r101_eon_nan_other_p11_scope_2_0640,scope::scope_2,batch_13
,,has_assurance_stage,,,methodology::batch_13_r101_eon_nan_other_p11_scope_2_0640,assurance::report_disclosure,batch_13
,,has_calculation_method,,,methodology::batch_13_r101_eon_nan_other_p11_scope_2_0640,calc_method::market_based,batch_13
medium,43,documents_methodology,seed_batch_13,,report::r101_eon__nan__other,methodology::batch_13_r101_eon_nan_other_p43_scope_3_0647,batch_13
,,for_scope,,,methodology::batch_13_r101_eon_nan_other_p43_scope_3_0647,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r101_eon_nan_other_p43_scope_3_0647,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r101_eon_nan_other_p43_scope_3_0647,scope3::1_0,batch_13
medium,43,documents_methodology,seed_batch_13,,report::r101_eon__nan__other,methodology::batch_13_r101_eon_nan_other_p43_scope_3_0648,batch_13
,,for_scope,,,methodology::batch_13_r101_eon_nan_other_p43_scope_3_0648,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r101_eon_nan_other_p43_scope_3_0648,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r101_eon_nan_other_p43_scope_3_0648,scope3::2_0,batch_13
medium,43,documents_methodology,seed_batch_13,,report::r101_eon__nan__other,methodology::batch_13_r101_eon_nan_other_p43_scope_3_0649,batch_13
,,for_scope,,,methodology::batch_13_r101_eon_nan_other_p43_scope_3_0649,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r101_eon_nan_other_p43_scope_3_0649,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r101_eon_nan_other_p43_scope_3_0649,scope3::6_0,batch_13
medium,43,documents_methodology,seed_batch_13,,report::r101_eon__nan__other,methodology::batch_13_r101_eon_nan_other_p43_scope_3_0650,batch_13
,,for_scope,,,methodology::batch_13_r101_eon_nan_other_p43_scope_3_0650,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r101_eon_nan_other_p43_scope_3_0650,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r101_eon_nan_other_p43_scope_3_0650,scope3::13_0,batch_13
medium,45,documents_methodology,seed_batch_13,,report::r101_eon__nan__other,methodology::batch_13_r101_eon_nan_other_p45_scope_2_0652,batch_13
,,for_scope,,,methodology::batch_13_r101_eon_nan_other_p45_scope_2_0652,scope::scope_2,batch_13
,,has_assurance_stage,,,methodology::batch_13_r101_eon_nan_other_p45_scope_2_0652,assurance::report_disclosure,batch_13
,,has_calculation_method,,,methodology::batch_13_r101_eon_nan_other_p45_scope_2_0652,calc_method::market_based,batch_13
